player_id,player,country_short
1610,W Larkins (ENG),ENG
1611,AR Butcher (ENG),ENG
1612,DR Doshi (INDIA),INDIA
1613,NS Yadav (INDIA),INDIA
1614,RMH Binny (INDIA),INDIA
1615,Ehteshamuddin (PAK),PAK
1616,BM Laird (AUS),AUS
1617,GR Dilley (ENG),ENG
1618,JM Wiener (AUS),AUS
1619,GB Stevenson (ENG),ENG
1620,SM Patil (INDIA),INDIA
1621,Taslim Arif (PAK),SL
1622,PE McEwan (NZ),NZ
1623,PN Webb (NZ),NZ
1624,GR Beard (AUS),AUS
1625,Tauseef Ahmed (PAK),AUS
1626,Azhar Khan (PAK),PAK
1627,CJ Tavare (ENG),ENG
1628,VJ Marks (ENG),ENG
1629,CWJ Athey (ENG),ENG
1630,RO Butcher (ENG),ENG
1631,Mansoor Akhtar (PAK),PAK
1632,MR Pydanna (WI),WI
1633,TM Chappell (AUS),AUS
1634,SF Graf (AUS),AUS
1635,GF Lawson (AUS),AUS
1636,MC Snedden (NZ),NZ
1637,IDS Smith (NZ),NZ
1638,JG Bracewell (NZ),NZ
1639,Ashraf Ali (PAK),PAK
1640,KBJ Azad (INDIA),INDIA
1641,TE Srinivasan (INDIA),INDIA
1642,R Nanan (WI),WI
1643,Ijaz Faqih (PAK),PAK
1644,Rashid Khan (PAK),PAK
1645,Saleem Pervez (PAK),SA
1646,Tahir Naqqash (PAK),PAK
1647,B Yograj Singh (INDIA),INDIA
1648,MF Kent (AUS),AUS
1649,EH Mattis (WI),WI
1650,GK Robertson (NZ),NZ
1651,RJ Shastri (INDIA),INDIA
1652,GW Humpage (ENG),ENG
1653,JD Love (ENG),ENG
1654,TM Alderman (AUS),AUS
1655,PJW Allott (ENG),ENG
1656,MR Whitney (AUS),AUS
1657,PWG Parker (ENG),ENG
1658,DM Wellham (AUS),AUS
1659,Rizwan-uz-Zaman (PAK),PAK
1660,G Cook (ENG),ENG
1661,Randhir Singh (INDIA),INDIA
1662,CJ Richards (ENG),ENG
1663,K Srikkanth (INDIA),INDIA
1664,PJL Dujon (WI),WI
1665,AL Logie (WI),WI
1666,SV Nayak (INDIA),INDIA
1667,Saleem Malik (PAK),SA
1668,AO Malhotra (INDIA),INDIA
1669,J Arun Lal (INDIA),INDIA
1670,MD Crowe (NZ),NZ
1671,ALF de Mel (SL),SL
1672,RSA Jayasekera (SL),SL
1673,S Wettimuny (SL),SL
1674,HM Goonatilleke (SL),SL
1675,A Ranatunga (SL),SL
1676,BR Blair (NZ),NZ
1677,JR Ratnayeke (SL),SL
1678,Saleem Yousuf (PAK),SA
1679,Jalal-ud-Din (PAK),PAK
1680,RGCE Wijesuriya (SL),SL
1681,AJ Lamb (ENG),ENG
1682,GAHM Parkar (INDIA),INDIA
1683,DR Pringle (ENG),ENG
1684,EE Hemmings (ENG),ENG
1685,IA Greig (ENG),ENG
1686,G Fowler (ENG),ENG
1687,VB John (SL),SL
1688,RC Shukla (INDIA),INDIA
1689,GM Ritchie (AUS),AUS
1690,RJ Ratnayake (SL),SL
1691,WB Phillips (AUS),AUS
1692,NG Cowans (ENG),ENG
1693,CG Rackemann (AUS),AUS
1694,KC Wessels (AUS/SA),AUS
1695,BS Sandhu (INDIA),INDIA
1696,Maninder Singh (INDIA),INDIA
1697,Shahid Mahboob (PAK),PAK
1698,JJ Crowe (NZ),NZ
1699,TE Jesty (ENG),ENG
1700,IJ Gould (ENG),ENG
1701,TAP Sekhar (INDIA),INDIA
1702,JN Maguire (AUS),AUS
1703,TG Hogan (AUS),AUS
1704,KH MacLeay (AUS),AUS
1705,SB Smith (AUS),AUS
1706,RJ Webb (NZ),NZ
1707,RG de Alwis (SL),SL
1708,ERNS Fernando (SL),SL
1709,Y Goonasekera (SL),SL
1710,MD Wettimuny (SL),SL
1711,S Jeganathan (SL),SL
1712,SAR Silva (SL),SL
1713,TJ Franklin (NZ),NZ
1714,WW Davis (WI),WI
1715,RD Woolley (AUS),AUS
1716,RPW Guneratne (SL),SL
1717,L Sivaramakrishnan (INDIA),INDIA
1718,GN de Silva (SL),SL
1719,DSBP Kuruppu (SL),SL
1720,IP Butchart (ZIM),ZIM
1721,KM Curran (ZIM),ZIM
1722,DAG Fletcher (ZIM),ZIM
1723,JG Heron (ZIM),ZIM
1724,VR Hogg (ZIM),ZIM
1725,DL Houghton (ZIM),ZIM
1726,AH Omarshah (ZIM),ZIM
1727,GA Paterson (ZIM),ZIM
1728,AJ Pycroft (ZIM),ZIM
1729,PWE Rawson (ZIM),ZIM
1730,MAR Samarasekera (SL),SL
1731,RD Brown (ZIM),ZIM
1732,GE Peckover (ZIM),ZIM
1733,NGB Cook (ENG),ENG
1734,NA Foster (ENG),ENG
1735,EJ Gray (NZ),NZ
1736,CL Smith (ENG),ENG
1737,Azeem Hafeez (PAK),PAK
1738,Qasim Umar (PAK),PAK
1739,Shoaib Mohammad (PAK),PAK
1740,AR Bhat (INDIA),INDIA
1741,EAE Baptiste (WI),WI
1742,RA Harper (WI),WI
1743,NS Sidhu (INDIA),INDIA
1744,RB Richardson (WI),WI
1745,C Sharma (INDIA),INDIA
1746,RR Kulkarni (INDIA),INDIA
1747,GRJ Matthews (AUS),AUS
1748,RS Gabriel (WI),WI
1749,DM Jones (AUS),AUS
1750,ACS Pigott (ENG),ENG
1751,DC Boon (AUS),AUS
1752,MA Small (WI),WI
1753,Anil Dalpat (PAK),PAK
1754,Ramiz Raja (PAK),PAK
1755,AMJG Amerasinghe (SL),SL
1756,SMS Kaluperuma (SL),SL
1757,Saadat Ali (PAK),SA
1758,Mohsin Kamal (PAK),PAK
1759,Naved Anjum (PAK),PAK
1760,PA de Silva (SL),SL
1761,SHU Karnain (SL),SL
1762,DA Stirling (NZ),NZ
1763,M Prabhakar (INDIA),INDIA
1764,TRO Payne (WI),WI
1765,TA Lloyd (ENG),ENG
1766,BC Broad (ENG),ENG
1767,VP Terry (ENG),ENG
1768,JP Agnew (ENG),ENG
1769,RM Ellison (ENG),ENG
1770,AK Patel (INDIA),INDIA
1771,MJ Bennett (AUS),AUS
1772,Manzoor Elahi (PAK),NZ
1773,Sajid Ali (PAK),SA
1774,CA Walsh (WI),WI
1775,Zakir Khan (PAK),PAK
1776,RG Holland (AUS),AUS
1777,Wasim Akram (PAK),PAK
1778,CS Cowdrey (ENG),ENG
1779,RT Robinson (ENG),ENG
1780,RS Ghai (INDIA),INDIA
1781,KS More (INDIA),INDIA
1782,Masood Iqbal (PAK),PAK
1783,CJ McDermott (AUS),AUS
1784,M Azharuddin (INDIA),INDIA
1785,SP O'Donnell (AUS),AUS
1786,S Viswanath (INDIA),INDIA
1787,MD Moxon (ENG),ENG
1788,LS Rajput (INDIA),INDIA
1789,RJ McCurdy (AUS),AUS
1790,BN French (ENG),ENG
1791,G Sharma (INDIA),INDIA
1792,DM Vonhagt (SL),SL
1793,RB Kerr (AUS),AUS
1794,RT Hart (NZ),NZ
1795,CM Wells (ENG),ENG
1796,RJ Bailey (ENG),ENG
1797,KR Rutherford (NZ),NZ
1798,CG Butts (WI),WI
1799,A Sidebottom (ENG),ENG
1800,LB Taylor (ENG),ENG
1801,DR Gilbert (AUS),AUS
1802,FS Ahangama (SL),SL
1803,EAR de Silva (SL),SL
1804,CDUS Weerasinghe (SL),SL
1805,BR Jurangpathy (SL),SL
1806,AP Gurusinha (SL),SL
1807,VR Brown (NZ),NZ
1808,AH Gray (WI),WI
1809,Zulqarnain (PAK),PAK
1810,MG Hughes (AUS),AUS
1811,GR Marsh (AUS),AUS
1812,BA Reid (AUS),AUS
1813,SR Waugh (AUS),AUS
1814,SP Davis (AUS),AUS
1815,EB McSweeney (NZ),NZ
1816,SR Gillespie (NZ),NZ
1817,GS Trimble (AUS),AUS
1818,TJ Zoehrer (AUS),AUS
1819,BP Patterson (WI),WI
1820,JG Thomas (ENG),ENG
1821,CA Best (WI),WI
1822,DM Smith (ENG),ENG
1823,KPJ Warnaweera (SL),SL
1824,SD Anurasiri (SL),SL
1825,AM de Silva (SL),SL
1826,RS Mahanama (SL),SL
1827,KG Perera (SL),SL
1828,SK Ranasinghe (SL),SL
1829,WN Slack (ENG),SL
1830,KN Amalean (SL),SL
1831,CPH Ramanayake (SL),SL
1832,AK Kuruppuarachchi (SL),SL
1833,TE Blain (NZ),NZ
1834,Gazi Ashraf (BDESH),BDESH
1835,Gholam Nousher (BDESH),BDESH
1836,Golam Faruq (BDESH),BDESH
1837,Hafizur Rahman (BDESH),BDESH
1838,Jahangir Shah (BDESH),BDESH
1839,Minhajul Abedin (BDESH),BDESH
1840,Nurul Abedin (BDESH),BDESH
1841,Rafiqul Alam (BDESH),BDESH
1842,Samiur Rahman (BDESH),SA
1843,Shaheedur Rahman (BDESH),BDESH
1844,W Watson (NZ),NZ
1845,CS Pandit (INDIA),INDIA
1846,MR Benson (ENG),ENG
1847,NV Radford (ENG),ENG
1848,GC Small (ENG),ENG
1849,R Lamba (INDIA),INDIA
1850,GC Dyer (AUS),AUS
1851,WKM Benjamin (WI),WI
1852,Saleem Jaffar (PAK),SA
1853,Asif Mujtaba (PAK),PAK
1854,PAJ DeFreitas (ENG),ENG
1855,CD Matthews (AUS),AUS
1856,Ijaz Ahmed (PAK),PAK
1857,GF Labrooy (SL),SL
1858,HP Tillakaratne (SL),SL
1859,JJ Whitaker (ENG),ENG
1860,B Arun (INDIA),INDIA
1861,GA Bishop (AUS),AUS
1862,PL Taylor (AUS),AUS
1863,DN Patel (NZ),NZ
1864,PA Horne (NZ),NZ
1865,CL Hooper (WI),WI
1866,DJ Capel (ENG),ENG
1867,NH Fairbrother (ENG),ENG
1868,MRJ Veletta (AUS),AUS
1869,AH Jones (NZ),NZ
1870,TM Moody (AUS),AUS
1871,EA Brandes (ZIM),ZIM
1872,AC Waller (ZIM),ZIM
1873,MP Jarvis (ZIM),ZIM
1874,TBA May (AUS),AUS
1875,PV Simmons (WI),WI
1876,KJ Arnott (ZIM),ZIM
1877,MA Meman (ZIM),ZIM
1878,AK Zesers (AUS),AUS
1879,DK Morrison (NZ),NZ
1880,Zahid Ahmed (PAK),PAK
1881,RC Russell (ENG),ENG
1882,Shakeel Khan (PAK),PAK
1883,Arshad Ayub (INDIA),INDIA
1884,SV Manjrekar (INDIA),INDIA
1885,Aamer Malik (PAK),PAK
1886,AIC Dodemaide (AUS),AUS
1887,WV Raman (INDIA),INDIA
1888,AK Sharma (INDIA),INDIA
1889,SK Sharma (INDIA),INDIA
1890,D Williams (WI),WI
1891,ND Hirwani (INDIA),INDIA
1892,PW Jarvis (ENG),ENG
1893,MJ Greatbatch (NZ),NZ
1894,RH Vance (NZ),NZ
1895,CM Kuggeleijn (NZ),NZ
1896,RB Reid (NZ),NZ
1897,CEL Ambrose (WI),WI
1898,Haafiz Shahid (PAK),PAK
1899,Moin-ul-Atiq (PAK),PAK
1900,MA Lynch (ENG),ENG
1901,IR Bishop (WI),WI
1902,JH Childs (ENG),ENG
1903,KLT Arthurton (WI),WI
1904,TS Curtis (ENG),ENG
1905,RA Smith (ENG),ENG
1906,MP Maynard (ENG),ENG
1907,KJ Barnett (ENG),ENG
1908,DV Lawrence (ENG),ENG
1909,MAWR Madurasinghe (SL),SL
1910,PJ Newport (ENG),ENG
1911,IA Healy (AUS),AUS
1912,JD Siddons (AUS),AUS
1913,Athar Ali Khan (BDESH),BDESH
1914,Azhar Hossain (BDESH),SA
1915,Harunur Rashid (BDESH),BDESH
1916,Nasir Ahmed (BDESH),BDESH
1917,KIW Wijegunawardene (SL),SL
1918,Zahid Razzak (BDESH),BDESH
1919,Akram Khan (BDESH),BDESH
1920,Faruk Ahmed (BDESH),BDESH
1921,Wahidul Gani (BDESH),BDESH
1922,RGM Patel (INDIA),INDIA
1923,Aaqib Javed (PAK),PAK
1924,VB Chandrasekhar (INDIA),INDIA
1925,ME Waugh (AUS),AUS
1926,M Venkataramana (INDIA),INDIA
1927,Saeed Anwar (PAK),SA
1928,TV Hohns (AUS),AUS
1929,MA Taylor (AUS),AUS
1930,RR Singh (INDIA),INDIA
1931,Mushtaq Ahmed (PAK),PAK
1932,NLK Ratnayake (SL),SL
1933,SJ Rhodes (ENG),ENG
1934,GD Campbell (AUS),AUS
1935,ARC Fraser (ENG),ENG
1936,MA Atherton (ENG),ENG
1937,DE Malcolm (ENG),ENG
1938,AP Igglesden (ENG),ENG
1939,JP Stephenson (ENG),ENG
1940,Shahid Saeed (PAK),SA
1941,Waqar Younis (PAK),PAK
1942,AJ Stewart (ENG),ENG
1943,RC Haynes (WI),WI
1944,Sohail Fazal (PAK),PAK
1945,Akram Raza (PAK),PAK
1946,TL Fernando (SL),SL
1947,N Hussain (ENG),SA
1948,SA Ankola (INDIA),INDIA
1949,SR Tendulkar (INDIA),INDIA
1950,Nadeem Abbasi (PAK),PAK
1951,V Razdan (INDIA),INDIA
1952,CL Cairns (ICC/NZ),NZ
1953,D Ranatunga (SL),SL
1954,AGD Wickremasinghe (SL),SL
1955,ST Jayasuriya (Asia/SL),SL
1956,Maqsood Rana (PAK),PAK
1957,Nadeem Ghauri (PAK),PAK
1958,SLV Raju (INDIA),INDIA
1959,AS Wassan (INDIA),INDIA
1960,CC Lewis (ENG),ENG
1961,EA Moseley (WI),WI
1962,Gursharan Singh (INDIA),INDIA
1963,SA Thomson (NZ),NZ
1964,GR Larsen (NZ),NZ
1965,SJ Roberts (NZ),NZ
1966,CB Lambert (USA/WI),SA
1967,A Kumble (Asia/INDIA),INDIA
1968,JP Millmow (NZ),NZ
1969,MW Priest (NZ),NZ
1970,Sajjad Akbar (PAK),SA
1971,Enamul Haque (BDESH),BDESH
1972,Mansoor Rana (PAK),PAK
1973,Jahangir Alam Talukdar (BDESH),BDESH
1974,C Pringle (NZ),NZ
1975,AC Parore (NZ),NZ
1976,JE Morris (ENG),ENG
1977,NF Williams (ENG),ENG
1978,GE Bradburn (NZ),NZ
1979,DJ White (NZ),NZ
1980,Zahid Fazal (PAK),PAK
1981,BC Lara (ICC/WI),WI
1982,Moin Khan (PAK),PAK
1983,MS Atapattu (SL),SL
1984,CZ Harris (NZ),NZ
1985,RG Petrie (NZ),NZ
1986,RT Latham (NZ),NZ
1987,Masood Anwar (PAK),PAK
1988,MP Bicknell (ENG),ENG
1989,PCR Tufnell (ENG),ENG
1990,RS Kaluwitharana (SL),SL
1991,BA Young (NZ),NZ
1992,Aamer Sohail (PAK),PAK
1993,CP Senanayake (SL),SL
1994,SP Mukherjee (INDIA),INDIA
1995,Saiful Islam (BDESH),SL
1996,GP Wickramasinghe (SL),SL
1997,UC Hathurusingha (SL),SL
1998,GA Hick (ENG),ENG
1999,RK Illingworth (ENG),ENG
2000,MR Ramprakash (ENG),ENG
2001,DA Reeve (ENG),ENG
2002,SL Watkin (ENG),SL
2003,IBA Allen (WI),WI
2004,H Morris (ENG),ENG
2005,VG Kambli (INDIA),INDIA
2006,J Srinath (INDIA),INDIA
2007,PK Amre (INDIA),INDIA
2008,SJ Cook (SA),SA
2009,AA Donald (SA),SA
2010,AC Hudson (SA),SA
2011,PN Kirsten (SA),SA
2012,AP Kuiper (SA),SA
2013,BM McMillan (SA),SA
2014,CEB Rice (SA),SA
2015,DJ Richardson (SA),SA
2016,TG Shaw (SA),SA
2017,RP Snell (SA),SA
2018,CE Eksteen (SA),SA
2019,CR Matthews (SA),SA
2020,M Yachad (SA),SA
2021,AC Cummins (CAN/WI),WI
2022,PA Wallace (WI),WI
2023,Inzamam-ul-Haq (Asia/ICC/PAK),NZ
2024,ST Banerjee (INDIA),INDIA
2025,SK Warne (AUS/ICC),AUS
2026,RS Kalpage (SL),SL
2027,SC Ganguly (Asia/INDIA),INDIA
2028,PR Reiffel (AUS),AUS
2029,BR Hartland (NZ),NZ
2030,ML Su'a (NZ),NZ
2031,WN Phillips (AUS),AUS
2032,KG Duers (ZIM),ZIM
2033,A Flower (ZIM),ZIM
2034,WR James (ZIM),ZIM
2035,Iqbal Sikander (PAK),PAK
2036,Wasim Haider (PAK),PAK
2037,WJ Cronje (SA),SA
2038,MW Pringle (SA),SA
2039,JN Rhodes (SA),SA
2040,A Jadeja (INDIA),INDIA
2041,T Bosch (SA),SA
2042,ADR Campbell (ZIM),ZIM
2043,O Henry (SA),SA
2044,MW Rushmere (SA),SA
2045,MG Burmester (ZIM),ZIM
2046,CJPG van Zyl (SA),SA
2047,JC Adams (WI),WI
2048,KCG Benjamin (WI),WI
2049,Tanvir Mehdi (PAK),PAK
2050,Ata-ur-Rehman (PAK),PAK
2051,IDK Salisbury (ENG),SA
2052,TA Munton (ENG),ENG
2053,NA Mallender (ENG),ENG
2054,Rashid Latif (PAK),PAK
2055,RJ Blakey (ENG),ENG
2056,DG Cork (ENG),ENG
2057,DK Liyanage (SL),SL
2058,M Muralitharan (Asia/ICC/SL),SL
2059,GJ Crocker (ZIM),ZIM
2060,GW Flower (ZIM),ZIM
2061,DH Brain (ZIM),ZIM
2062,CN Evans (ZIM),ZIM
2063,MH Dekker (ZIM),ZIM
2064,SB Doull (NZ),NZ
2065,DJ Nash (NZ),NZ
2066,SG Peall (ZIM),ZIM
2067,MJ Haslam (NZ),SL
2068,EA Essop-Adam (ZIM),ZIM
2069,U Ranchod (ZIM),ZIM
2070,BN Schultz (SA),SA
2071,DR Martyn (AUS),AUS
2072,MB Owens (NZ),NZ
2073,JTC Vaughan (NZ),NZ
2074,JR Murray (WI),WI
2075,DJ Callaghan (SA),SA
2076,PS de Villiers (SA),SA
2077,V Yadav (INDIA),INDIA
2078,DJ Cullinan (SA),SA
2079,JL Langer (AUS),AUS
2080,RK Chauhan (INDIA),INDIA
2081,JP Taylor (ENG),ENG
2082,J Angel (AUS),AUS
2083,Arshad Khan (PAK),PAK
2084,GA Briant (ZIM),ZIM
2085,N Ranatunga (SL),SL
2086,ELR Stewart (SA),SA
2087,Ghulam Ali (PAK),PAK
2088,JW Wilson (NZ),NZ
2089,Basit Ali (PAK),PAK
2090,Aamer Nazir (PAK),PAK
2091,Nadeem Khan (PAK),PAK
2092,Shakeel Ahmed jnr (PAK),PAK
2093,AR Caddick (ENG),ENG
2094,ML Hayden (AUS/ICC),AUS
2095,GP Thorpe (ENG),ENG
2096,BP Julian (AUS),AUS
2097,MJ Slater (AUS),AUS
2098,PM Such (ENG),ENG
2099,MC Ilott (ENG),ENG
2100,MN Lathwell (ENG),ENG
2101,MJ McCague (ENG),ENG
2102,PL Symcox (SA),SA
2103,PB Dassanayake (SL),SL
2104,PK Wijetunge (SL),SL
2105,RPAH Wickramaratne (SL),SL
2106,HDPK Dharmasena (SL),SL
2107,Aamer Hanif (PAK),PAK
2108,RIC Holder (WI),WI
2109,DP Samaraweera (SL),SL
2110,JA Rennie (ZIM),ZIM
2111,HH Streak (Afr/ZIM),ZIM
2112,GD McGrath (AUS/ICC),AUS
2113,BA Pocock (NZ),NZ
2114,GJ Whittall (ZIM),ZIM
2115,RP de Groen (NZ),NZ
2116,GK Bruk-Jackson (ZIM),ZIM
2117,Ashfaq Ahmed (PAK),PAK
2118,G Kirsten (SA),SA
2119,Irfan Bhatti (PAK),PAK
2120,DB Rundle (SA),SA
2121,DW Fleming (AUS),AUS
2122,NR Mongia (INDIA),INDIA
2123,UNK Fernando (SL),SL
2124,WPUJC Vaas (Asia/SL),SL
2125,MN Hart (NZ),NZ
2126,AAW Gunawardena (SL),SL
2127,KR Pushpakumara (SL),SL
2128,EO Simons (SA),SA
2129,Atif Rauf (PAK),PAK
2130,S Chanderpaul (WI),WI
2131,SP Fleming (ICC/NZ),NZ
2132,BKV Prasad (INDIA),INDIA
2133,Arshad Laeeq (UAE),0
2134,Azhar Saeed (UAE),SA
2135,AC Bedade (INDIA),INDIA
2136,Bhupinder Singh snr (INDIA),INDIA
2137,Imtiaz Abbasi (UAE),0
2138,Mazhar Hussain (UAE),SA
2139,V Mehra (UAE),0
2140,Mohammad Ishaq (UAE),0
2141,RH Poonawala (UAE),0
2142,Saleem Raza (UAE),SA
2143,JA Samarasekera (UAE),SA
2144,Sohail Butt (UAE),0
2145,Sultan Zarawani (UAE),0
2146,MG Bevan (AUS),AUS
2147,UDU Chandana (SL),SL
2148,AMN Munasinghe (SL),SL
2149,MW Douglas (NZ),NZ
2150,SC Williams (WI),WI
2151,HT Davis (NZ),NZ
2152,AP Weerakkody (SL),SL
2153,D Gough (ENG/ICC),ENG
2154,SD Udal (ENG),ENG
2155,C White (ENG),ENG
2156,JP Crawley (ENG),ENG
2157,S Ranatunga (SL),SL
2158,JE Benjamin (ENG),ENG
2159,Kabir Khan (PAK),PAK
2160,GR Robertson (AUS),AUS
2161,DN Crookes (SA),SA
2162,CE Cuffy (WI),WI
2163,BS Browne (WI),WI
2164,SL Campbell (WI),SL
2165,R Dhanraj (WI),WI
2166,PA Strang (ZIM),ZIM
2167,PA Emery (AUS),AUS
2168,DJ Murray (NZ),NZ
2169,GC Martin (ZIM),ZIM
2170,SG Law (AUS),AUS
2171,MJR Rindel (SA),SA
2172,LK Germon (NZ),NZ
2173,AR Kapoor (INDIA),INDIA
2174,SD Jack (SA),SA
2175,JB Commins (SA),SA
2176,PJR Steyn (SA),SA
2177,NJ Astle (NZ),NZ
2178,GS Blewett (AUS),AUS
2179,PE McIntyre (AUS),AUS
2180,RL Hayes (NZ),NZ
2181,SV Carlisle (ZIM),SL
2182,HK Olonga (ZIM),ZIM
2183,BC Strang (ZIM),ZIM
2184,RT Ponting (AUS/ICC),AUS
2185,PS Vaidya (INDIA),INDIA
2186,VC Drakes (WI),WI
2187,CI Dunusinghe (SL),SL
2188,KP Walmsley (NZ),SL
2189,KJ Silva (SL),SL
2190,JC Gamage (SL),SL
2191,MC Mendis (SL),SL
2192,Anisur Rahman (BDESH),BDESH
2193,U Chatterjee (INDIA),INDIA
2194,Javed Omar (BDESH),BDESH
2195,Khaled Mashud (BDESH),BDESH
2196,Mohammad Rafique (Asia/BDESH),BDESH
2197,Sajjad Ahmed (BDESH),SA
2198,Habibul Bashar (BDESH),BDESH
2199,Hasibul Hossain (BDESH),SA
2200,Naeem Ashraf (PAK),PAK
2201,Zafar Iqbal (PAK),PAK
2202,Naimur Rahman (BDESH),BDESH
2203,Javed Qadeer (PAK),PAK
2204,Mahmood Hamid (PAK),PAK
2205,CO Browne (WI),WI
2206,PJ Martin (ENG),ENG
2207,OD Gibson (WI),WI
2208,AP Wells (ENG),ENG
2209,JER Gallian (ENG),ENG
2210,NV Knight (ENG),ENG
2211,M Watkinson (ENG),ENG
2212,Ijaz Ahmed jnr (PAK),PAK
2213,Saqlain Mushtaq (PAK),SA
2214,Mohammad Akram (PAK),PAK
2215,Saleem Elahi (PAK),SA
2216,Saeed Azad (PAK),SA
2217,KEA Upashantha (SL),SL
2218,HAG Anthony (WI),WI
2219,ACI Lock (ZIM),ZIM
2220,CB Wishart (ZIM),ZIM
2221,N Boje (Afr/SA),SA
2222,GFJ Liebenberg (SA),SA
2223,RG Twose (NZ),NZ
2224,SM Pollock (Afr/ICC/SA),SA
2225,CM Spearman (NZ),NZ
2226,JH Kallis (Afr/ICC/SA),SA
2227,S Lee (AUS),AUS
2228,MS Kasprowicz (AUS),AUS
2229,PR Adams (SA),SA
2230,NMK Smith (ENG),ENG
2231,GI Allott (NZ),NZ
2232,RJ Kennedy (NZ),NZ
2233,GR Loveridge (NZ),NZ
2234,L Klusener (SA),SA
2235,SJ Palframan (SA),SA
2236,SG Davies (ZIM),ZIM
2237,SF Dukanwala (UAE),0
2238,Mohammad Aslam (UAE),SL
2239,G Mylvaganam (UAE),0
2240,Shehzad Altaf (UAE),0
2241,GJAF Aponso (NL),0
2242,PJ Bakker (NL),0
2243,PE Cantrell (NL),0
2244,NE Clarke (NL),0
2245,TBM de Leede (NL),0
2246,EL Gouka (NL),0
2247,RP Lefebvre (NL),0
2248,SW Lubbers (NL),0
2249,MMC Schewe (NL),0
2250,KJJ van Noortwijk (NL),WI
2251,B Zuiderent (NL),0
2252,RW Ali (KENYA),0
2253,DN Chudasama (KENYA),SA
2254,AY Karim (KENYA),0
2255,HS Modi (KENYA),0
2256,TM Odoyo (Afr/KENYA),0
2257,EO Odumbe (KENYA),0
2258,MO Odumbe (KENYA),0
2259,KO Otieno (KENYA),0
2260,MA Suji (KENYA),0
2261,LO Tikolo (KENYA),0
2262,SO Tikolo (Afr/KENYA),0
2263,F Jansen (NL),0
2264,IT Iqbal (KENYA),0
2265,Saeed-al-Saffar (UAE),SA
2266,RF van Oosterom (NL),0
2267,LN Onyango (KENYA),0
2268,RD Jacobs (WI),WI
2269,LR Williams (WI),WI
2270,R Dravid (Asia/ICC/INDIA),INDIA
2271,V Rathour (INDIA),INDIA
2272,RG Samuels (WI),SA
2273,PIC Thompson (WI),WI
2274,AD Brown (ENG),ENG
2275,MA Ealham (ENG),ENG
2276,RC Irani (ENG),ENG
2277,PL Mhambrey (INDIA),INDIA
2278,SB Joshi (INDIA),INDIA
2279,AD Mullally (ENG),ENG
2280,MM Patel (ENG),ENG
2281,SJE Brown (ENG),ENG
2282,Shadab Kabir (PAK),PAK
2283,RDB Croft (ENG),ENG
2284,GB Hogg (AUS),AUS
2285,DW Headley (ENG),ENG
2286,GD Lloyd (ENG),ENG
2287,JN Gillespie (AUS),AUS
2288,DS Lehmann (AUS),AUS
2289,AJ Hollioake (ENG),ENG
2290,Shahid Anwar (PAK),PAK
2291,Shahid Nazir (PAK),PAK
2292,AR Whittall (ZIM),ZIM
2293,Azhar Mahmood (PAK),PAK
2294,KSC de Silva (SL),SL
2295,SK Gupta (KENYA),0
2296,Shahid Afridi (Asia/ICC/PAK),PAK
2297,AO Suji (KENYA),0
2298,HH Gibbs (SA),SA
2299,DJ Johnson (INDIA),INDIA
2300,Azam Khan (PAK),PAK
2301,S Somasunder (INDIA),INDIA
2302,P Dharmani (INDIA),INDIA
2303,Hasan Raza (PAK),SA
2304,EZ Matambanadzo (ZIM),ZIM
2305,M Mbangwa (ZIM),ZIM
2306,Mohammad Hussain (PAK),SA
2307,AC Gilchrist (AUS/ICC),AUS
2308,GB Brent (ZIM),ZIM
2309,GJ Rennie (ZIM),ZIM
2310,Abdul Razzaq (Asia/PAK),PAK
2311,Zahoor Elahi (PAK),PAK
2312,VVS Laxman (INDIA),INDIA
2313,Mohammad Wasim (PAK),PAK
2314,MTG Elliott (AUS),AUS
2315,Mohammad Zahid (PAK),PAK
2316,NAM McLean (WI),WI
2317,AFG Griffith (WI),AFG
2318,CEW Silverwood (ENG),ENG
2319,AM Bacher (SA),SA
2320,D Ganesh (INDIA),INDIA
2321,AJ Bichel (AUS),AUS
2322,AM Stuart (AUS),AUS
2323,Mujahid Jamshed (PAK),PAK
2324,SS Karim (INDIA),INDIA
2325,RE Bryson (SA),SA
2326,DL Vettori (ICC/NZ),NZ
2327,MJ Horne (NZ),NZ
2328,A Kuruvilla (INDIA),INDIA
2329,FA Rose (WI),WI
2330,DNT Zoysa (SL),SL
2331,M Dillon (WI),WI
2332,AJ Penn (NZ),NZ
2333,AC Dale (AUS),AUS
2334,MJ Di Venuto (AUS),AUS
2335,LJ Koen (SA),SA
2336,DP Viljoen (ZIM),ZIM
2337,RP Arnold (SL),SL
2338,NA David (INDIA),INDIA
2339,CD McMillan (NZ),NZ
2340,SB O'Connor (NZ),NZ
2341,AF Giles (ENG),ENG
2342,BC Hollioake (ENG),ENG
2343,MA Butcher (ENG),ENG
2344,D Ramnarine (WI),WI
2345,FL Reifer (WI),WI
2346,Sheikh Salahuddin (BDESH),SA
2347,SKL de Silva (SL),SL
2348,Mafizur Rahman (BDESH),BDESH
2349,AM Smith (ENG),ENG
2350,NM Kulkarni (INDIA),INDIA
2351,DPMD Jayawardene (Asia/SL),SL
2352,DS Mohanty (INDIA),INDIA
2353,S Young (AUS),AUS
