player_id,player,country_short
829,JG Dewes (ENG),ENG
830,AJ Watkins (ENG),ENG
831,DS Atkinson (WI),WI
832,FJ Cameron (WI),WI
833,KC Ibrahim (INDIA),INDIA
834,AF Rae (WI),WI
835,KK Tarapore (INDIA),INDIA
836,PR Umrigar (INDIA),INDIA
837,DW Begbie (SA),SA
838,RO Jenkins (ENG),ENG
839,CN McCarthy (SA),SA
840,FG Mann (ENG),ENG
841,RT Simpson (ENG),ENG
842,OE Wynne (SA),SA
843,SA Banerjee (INDIA),INDIA
844,Ghulam Ahmed (INDIA),INDIA
845,MA Hanley (SA),SA
846,NR Chowdhury (INDIA),INDIA
847,MR Rege (INDIA),INDIA
848,SN Banerjee (INDIA),INDIA
849,LA Markham (SA),SA
850,JE Cheetham (SA),SA
851,TE Bailey (ENG),ENG
852,HB Cave (NZ),NZ
853,FLH Mooney (NZ),NZ
854,GO Rabone (NZ),NZ
855,A Wharton (ENG),ENG
856,DB Close (ENG),ENG
857,HL Jackson (ENG),ENG
858,JR Reid (NZ),NZ
859,GF Cresswell (NZ),NZ
860,J Moroney (AUS),AUS
861,JD Nel (SA),SA
862,HJ Tayfield (SA),SA
863,JC Watkins (SA),SA
864,RG Draper (SA),SA
865,MG Melle (SA),SA
866,PL Winslow (SA),SL
867,G Noblet (AUS),AUS
868,R Berry (ENG),ENG
869,GHG Doggart (ENG),ENG
870,S Ramadhin (WI),WI
871,AL Valentine (WI),WI
872,WGA Parkhouse (ENG),ENG
873,DJ Insole (ENG),ENG
874,D Shackleton (ENG),ENG
875,MJ Hilton (ENG),ENG
876,AJW McIntyre (ENG),ENG
877,Rev.DS Sheppard (ENG),ENG
878,JB Iverson (AUS),AUS
879,KA Archer (AUS),AUS
880,JJ Warr (ENG),ENG
881,JW Burke (AUS),AUS
882,R Tattersall (ENG),SA
883,GB Hole (AUS),AUS
884,JA Hayes (NZ),NZ
885,AR MacGibbon (NZ),NZ
886,AM Moir (NZ),NZ
887,JB Statham (ENG),ENG
888,GWA Chubb (SA),SA
889,DJ McGlew (SA),SA
890,CB van Ryneveld (SA),SA
891,JHB Waite (SA),SA
892,W Watson (ENG),ENG
893,TW Graveney (ENG),ENG
894,RA McLean (SA),SA
895,DV Brennan (ENG),ENG
896,FA Lowson (ENG),ENG
897,PNF Mansell (SA),SA
898,PBH May (ENG),ENG
899,WR Endean (SA),SA
900,DB Carr (ENG),ENG
901,ND Howard (ENG),ENG
902,PG Joshi (INDIA),INDIA
903,D Kenyon (ENG),ENG
904,F Ridgway (ENG),ENG
905,RT Spooner (ENG),ENG
906,GRA Langley (AUS),AUS
907,RE Marshall (WI),WI
908,CD Gopinath (INDIA),INDIA
909,E Leadbeater (ENG),ENG
910,MK Mantri (INDIA),INDIA
911,SC Guillen (NZ/WI),NZ
912,RV Divecha (INDIA),INDIA
913,SP Gupte (INDIA),INDIA
914,VL Manjrekar (INDIA),INDIA
915,CJ Poole (ENG),ENG
916,R Benaud (AUS),AUS
917,CC McDonald (AUS),AUS
918,GR Thoms (AUS),AUS
919,DD Beard (NZ),NZ
920,RWG Emery (NZ),NZ
921,JG Leggat (NZ),NZ
922,DK Gaekwad (INDIA),INDIA
923,GS Ramchand (INDIA),INDIA
924,FS Trueman (ENG),ENG
925,GAR Lock (ENG),ENG
926,Anwar Hussain (PAK),SA
927,Fazal Mahmood (PAK),PAK
928,Hanif Mohammad (PAK),PAK
929,Imtiaz Ahmed (PAK),PAK
930,Israr Ali (PAK),PAK
931,Khan Mohammad (PAK),PAK
932,Maqsood Ahmed (PAK),PAK
933,Nazar Mohammad (PAK),PAK
934,Waqar Hasan (PAK),SA
935,HG Gaekwad (INDIA),INDIA
936,Mahmood Hussain (PAK),SA
937,S Nyalchand (INDIA),INDIA
938,Zulfiqar Ahmed (PAK),PAK
939,ML Apte (INDIA),INDIA
940,HT Dani (INDIA),INDIA
941,V Rajindernath (INDIA),INDIA
942,Wazir Mohammad (PAK),PAK
943,ES Maka (INDIA),INDIA
944,KJ Funston (SA),SA
945,ARA Murray (SA),SA
946,RH Shodhan (INDIA),INDIA
947,AP Binns (WI),WI
948,CV Gadkari (INDIA),INDIA
949,FM King (WI),WI
950,BH Pairaudeau (WI),WI
951,ERH Fuller (SA),SA
952,RG Archer (AUS),AUS
953,ID Craig (AUS),AUS
954,HJ Keith (SA),SA
955,RA Legall (WI),WI
956,JM Ghorpade (INDIA),INDIA
957,RW Blair (NZ),NZ
958,FE Fisher (NZ),NZ
959,EM Meuli (NZ),NZ
960,LSM Miller (NZ),NZ
961,RC Miller (WI),WI
962,GL Wight (WI),WI
963,ME Chapple (NZ),NZ
964,EW Dempster (NZ),NZ
965,MB Poore (NZ),NZ
966,AHP Scott (WI),WI
967,AK Davidson (AUS),AUS
968,JC Hill (AUS),AUS
969,JH de Courcy (AUS),AUS
970,NAT Adcock (SA),SA
971,GWF Overton (NZ),NZ
972,JEF Beck (NZ),NZ
973,DEJ Ironside (SA),SA
974,W Bell (NZ),NZ
975,IB Leggat (NZ),NZ
976,RJ Westcott (SA),SA
977,MC Frederick (WI),WI
978,JKC Holt (WI),WI
979,CA McWatt (WI),WI
980,AE Moss (ENG),ENG
981,CH Palmer (ENG),ENG
982,GS Sobers (WI),WI
983,Alimuddin (PAK),PAK
984,Khalid Wazir (PAK),PAK
985,Shujauddin (PAK),PAK
986,R Appleyard (ENG),ENG
987,MEZ Ghazali (PAK),PAK
988,Khalid Hasan (PAK),SA
989,Mohammad Aslam (PAK),SL
990,JE McConnon (ENG),ENG
991,JM Parks (ENG),ENG
992,PJ Loader (ENG),ENG
993,FH Tyson (ENG),ENG
994,KV Andrew (ENG),ENG
995,MC Cowdrey (ENG),ENG
996,LE Favell (AUS),AUS
997,LV Maddocks (AUS),AUS
998,PH Punjabi (INDIA),INDIA
999,NS Tamhane (INDIA),INDIA
1000,Miran Bakhsh (PAK),PAK
1001,PJP Burge (AUS),AUS
1002,WJ Watson (AUS),AUS
1003,P Bhandari (INDIA),INDIA
1004,JM Patel (INDIA),INDIA
1005,IA Colquhoun (NZ),NZ
1006,SN McGregor (NZ),NZ
1007,L Watt (NZ),NZ
1008,GL Gibbs (WI),WI
1009,OG Smith (WI),WI
1010,LS Butler (WI),WI
1011,CC Depeiaza (WI),WI
1012,NE Marshall (WI),WI
1013,DT Dewdney (WI),WI
1014,KF Barrington (ENG),ENG
1015,TL Goddard (SA),SA
1016,HA Furlonge (WI),WI
1017,PS Heine (SA),SA
1018,FJ Titmus (ENG),ENG
1019,JC Alabaster (NZ),NZ
1020,PGZ Harris (NZ),NZ
1021,TG McMahon (NZ),NZ
1022,NS Harford (NZ),NZ
1023,EC Petrie (NZ),NZ
1024,Agha Saadat Ali (PAK),SA
1025,JW Guy (NZ),NZ
1026,W Mathias (PAK),PAK
1027,AG Kripal Singh (INDIA),INDIA
1028,VN Swamy (INDIA),INDIA
1029,NJ Contractor (INDIA),INDIA
1030,VL Mehra (INDIA),INDIA
1031,SR Patil (INDIA),INDIA
1032,RG Nadkarni (INDIA),INDIA
1033,GR Sunderam (INDIA),INDIA
1034,CT Patankar (INDIA),INDIA
1035,AF Lissette (NZ),NZ
1036,IM Sinclair (NZ),NZ
1037,RT Barber (NZ),NZ
1038,AT Roberts (WI),WI
1039,PE Richardson (ENG),ENG
1040,WPA Crawford (AUS),AUS
1041,KD Mackay (AUS),AUS
1042,ASM Oakman (ENG),ENG
1043,JW Rutherford (AUS),AUS
1044,JW Wilson (AUS),AUS
1045,AI Taylor (SA),SA
1046,AJ Pithey (SA),SA
1047,CAR Duckworth (SA),SA
1048,R Gilchrist (WI),WI
1049,RB Kanhai (WI),WI
1050,NS Asgarali (WI),WI
1051,DV Smith (ENG),ENG
1052,DW Richardson (ENG),ENG
1053,FCM Alexander (WI),WI
1054,ATW Grout (AUS),AUS
1055,LF Kline (AUS),AUS
1056,I Meckiff (AUS),AUS
1057,RB Simpson (AUS),AUS
1058,ES Atkinson (WI),WI
1059,Haseeb Ahsan (PAK),SA
1060,CC Hunte (WI),WI
1061,Nasim-ul-Ghani (PAK),PAK
1062,Saeed Ahmed (PAK),SA
1063,RA Gaunt (AUS),AUS
1064,LR Gibbs (WI),WI
1065,EDAS McMorris (WI),WI
1066,IS Madray (WI),WI
1067,CGD Burger (SA),SA
1068,PR Carlstein (SA),SA
1069,SF Rehman (PAK),PAK
1070,JO Taylor (WI),WI
1071,JW D'Arcy (NZ),NZ
1072,T Meale (NZ),NZ
1073,WR Playle (NZ),NZ
1074,MJK Smith (ENG),ENG
1075,CA Milton (ENG),ENG
1076,JT Sparling (NZ),NZ
1077,ER Dexter (ENG),ENG
1078,R Illingworth (ENG),ENG
1079,R Subba Row (ENG),ENG
1080,CG Borde (INDIA),INDIA
1081,BF Butcher (WI),WI
1082,GM Guard (INDIA),INDIA
1083,WW Hall (WI),WI
1084,MS Hardikar (INDIA),INDIA
1085,NCL O'Neill (AUS),AUS
1086,VB Ranjane (INDIA),INDIA
1087,JS Solomon (WI),WI
1088,RB Kenny (INDIA),INDIA
1089,Surendra Nath (INDIA),INDIA
1090,KN Slater (AUS),AUS
1091,R Swetman (ENG),ENG
1092,AK Sengupta (INDIA),INDIA
1093,GF Rorke (AUS),AUS
1094,RB Desai (INDIA),INDIA
1095,JB Mortimore (ENG),ENG
1096,A D'Souza (PAK),PAK
1097,Ijaz Butt (PAK),PAK
1098,BA Bolton (NZ),NZ
1099,RM Harris (NZ),NZ
1100,KW Hough (NZ),NZ
1101,MR Bynoe (WI),WI
1102,Mushtaq Mohammad (PAK),PAK
1103,T Greenhough (ENG),ENG
1104,MJ Horton (ENG),ENG
1105,K Taylor (ENG),ENG
1106,ML Jaisimha (INDIA),INDIA
1107,AL Apte (INDIA),INDIA
1108,G Pullar (ENG),ENG
1109,HJ Rhodes (ENG),ENG
1110,AA Baig (INDIA),INDIA
1111,DA Sharpe (PAK),PAK
1112,Mohammad Munaf (PAK),PAK
1113,GB Stevens (AUS),AUS
1114,Intikhab Alam (PAK),PAK
1115,Munir Malik (PAK),PAK
1116,VM Muddiah (INDIA),INDIA
1117,BN Jarman (AUS),AUS
1118,SA Durani (INDIA),INDIA
1119,BK Kunderan (INDIA),INDIA
1120,DA Allen (ENG),ENG
1121,RO Scarlett (WI),WI
1122,CD Watson (WI),WI
1123,AG Milkha Singh (INDIA),INDIA
1124,MM Sood (INDIA),INDIA
1125,CK Singh (WI),WI
1126,SM Nurse (WI),WI
1127,CC Griffith (WI),WI
1128,RW Barber (ENG),ENG
1129,JP Fellows-Smith (SA),SA
1130,GM Griffin (SA),SA
1131,S O'Linn (SA),SA
1132,PM Walker (ENG),ENG
1133,C Wesley (SA),SL
1134,JE Pothecary (SA),SA
1135,DEV Padgett (ENG),ENG
1136,AH McKinnon (SA),SA
1137,Javed Burki (PAK),PAK
1138,Mohammad Farooq (PAK),PAK
1139,RF Surti (INDIA),INDIA
1140,PD Lashley (WI),WI
1141,CW Smith (WI),WI
1142,JW Martin (AUS),AUS
1143,FM Misson (AUS),AUS
1144,BP Gupte (INDIA),INDIA
1145,DE Hoare (AUS),AUS
1146,VV Kumar (INDIA),INDIA
1147,WM Lawry (AUS),AUS
1148,JT Murray (ENG),ENG
1149,GD McKenzie (AUS),AUS
1150,BC Booth (AUS),AUS
1151,JA Flavell (ENG),ENG
1152,Afaq Hussain (PAK),SA
1153,A Brown (ENG),ENG
1154,WE Russell (ENG),ENG
1155,DW White (ENG),ENG
1156,DR Smith (ENG),ENG
1157,FM Engineer (INDIA),INDIA
1158,BR Knight (ENG),ENG
1159,DN Sardesai (INDIA),INDIA
1160,EJ Barlow (SA),SA
1161,GA Bartlett (NZ),NZ
1162,PT Barton (NZ),NZ
1163,KC Bland (SA),SA
1164,HD Bromfield (SA),SA
1165,FJ Cameron (NZ),NZ
1166,AE Dick (NZ),NZ
1167,MK Elgie (SA),SA
1168,GB Lawrence (SA),SA
1169,RC Motz (NZ),NZ
1170,PM Pollock (SA),SA
1171,KA Walter (SA),SA
1172,MAK Pataudi (INDIA),INDIA
1173,GT Dowling (NZ),NZ
1174,G Millman (ENG),ENG
1175,PH Parfitt (ENG),ENG
1176,SF Burke (SA),SA
1177,WS Farrer (SA),SA
1178,EAS Prasanna (INDIA),INDIA
1179,HR Lance (SA),SA
1180,JL Hendriks (WI),WI
1181,SC Stayers (WI),WI
1182,IL Mendonca (WI),WI
1183,WV Rodriguez (WI),WI
1184,DW Allan (WI),WI
1185,LA King (WI),WI
1186,LJ Coldwell (ENG),ENG
1187,MJ Stewart (ENG),ENG
1188,Javed Akhtar (PAK),PAK
1189,Shahid Mahmood (PAK),PAK
1190,JDF Larter (ENG),ENG
1191,AC Smith (ENG),ENG
1192,CEJ Guest (AUS),AUS
1193,BK Shepherd (AUS),AUS
1194,NJN Hawke (AUS),AUS
1195,BW Sinclair (NZ),NZ
1196,BW Yuile (NZ),NZ
1197,BD Morrison (NZ),NZ
1198,MJF Shrimpton (NZ),NZ
1199,MC Carew (WI),WI
1200,JH Edrich (ENG),ENG
1201,DL Murray (WI),WI
1202,PJ Sharpe (ENG),ENG
1203,JB Bolus (ENG),ENG
1204,AN Connolly (AUS),AUS
1205,DT Lindsay (SA),SA
1206,JT Partridge (SA),SA
1207,DB Pithey (SA),SA
1208,RG Pollock (SA),SA
1209,MA Seymour (SA),SA
1210,PL van der Merwe (SA),SA
1211,TR Veivers (AUS),AUS
1212,IR Redpath (AUS),AUS
1213,CG Halse (SA),SA
1214,D Wilson (ENG),ENG
1215,JG Binks (ENG),ENG
1216,BS Chandrasekhar (INDIA),INDIA
1217,IJ Jones (ENG),ENG
1218,JSE Price (ENG),ENG
1219,Rajinder Pal (INDIA),INDIA
1220,Hanumant Singh (INDIA),INDIA
1221,SG Gedye (NZ),NZ
1222,JT Ward (NZ),NZ
1223,WP Bradburn (NZ),NZ
1224,RS Cunis (NZ),NZ
1225,G Boycott (ENG),ENG
1226,GE Corling (AUS),AUS
1227,N Gifford (ENG),ENG
1228,RM Cowper (AUS),AUS
1229,TW Cartwright (ENG),ENG
1230,FE Rumsey (ENG),ENG
1231,KS Indrajitsinhji (INDIA),INDIA
1232,RHD Sellers (AUS),AUS
1233,Abdul Kadir (PAK),PAK
1234,Asif Iqbal (PAK),PAK
1235,Khalid Ibadulla (PAK),PAK
1236,Majid Khan (PAK),PAK
1237,Pervez Sajjad (PAK),SA
1238,Shafqat Rana (PAK),PAK
1239,Arif Butt (PAK),PAK
1240,IM Chappell (AUS),AUS
1241,Farooq Hamid (PAK),PAK
1242,Mohammad Ilyas (PAK),PAK
1243,DJ Sincock (AUS),AUS
1244,NI Thomson (ENG),ENG
1245,GD Varnals (SA),SA
1246,GG Hall (SA),SA
1247,RO Collinge (NZ),NZ
1248,BE Congdon (NZ),NZ
1249,Naushad Ali (PAK),AUS
1250,RW Morgan (NZ),NZ
1251,Mufasir-ul-Haq (PAK),PAK
1252,PB Truscott (NZ),NZ
1253,MJ Macaulay (SA),SA
1254,KE Palmer (ENG),ENG
1255,TW Jarvis (NZ),NZ
1256,V Pollard (NZ),NZ
1257,S Venkataraghavan (INDIA),INDIA
1258,LC Mayne (AUS),AUS
1259,PI Philpott (AUS),AUS
1260,G Thomas (AUS),AUS
1261,AW White (WI),WI
1262,BR Taylor (NZ),NZ
1263,GE Vivian (NZ),NZ
1264,V Subramanya (INDIA),INDIA
1265,BA Davis (WI),WI
1266,Salahuddin (PAK),SA
1267,JA Snow (ENG),ENG
1268,A Bacher (SA),SA
1269,JT Botten (SA),SA
1270,DJ Brown (ENG),ENG
1271,R Dumbrill (SA),SA
1272,K Higgs (ENG),ENG
1273,PJ Allan (AUS),AUS
1274,KD Walters (AUS),AUS
1275,KR Stackpole (AUS),AUS
1276,GP Bilby (NZ),NZ
1277,N Puna (NZ),NZ
1278,DAJ Holford (WI),WI
1279,C Milburn (ENG),ENG
1280,BL D'Oliveira (ENG),ENG
1281,DL Underwood (ENG),ENG
1282,DL Amiss (ENG),ENG
1283,CH Lloyd (WI),WI
1284,AL Wadekar (INDIA),INDIA
1285,DA Renneberg (AUS),AUS
1286,HB Taber (AUS),AUS
1287,BS Bedi (INDIA),INDIA
1288,GD Watson (AUS),AUS
1289,MJ Procter (SA),SA
1290,PHJ Trimborn (SA),SA
1291,JH du Preez (SA),SA
1292,S Guha (INDIA),INDIA
1293,RNS Hobbs (ENG),ENG
1294,RC Saxena (INDIA),INDIA
1295,Saleem Altaf (PAK),SA
1296,Wasim Bari (PAK),PAK
1297,GG Arnold (ENG),ENG
1298,APE Knott (ENG),ENG
1299,Niaz Ahmed (PAK),PAK
1300,Ghulam Abbas (PAK),PAK
1301,S Abid Ali (INDIA),INDIA
1302,JW Gleeson (AUS),AUS
1303,UN Kulkarni (INDIA),INDIA
1304,AP Sheahan (AUS),AUS
1305,EW Freeman (AUS),AUS
1306,GS Camacho (WI),WI
1307,LR Joslin (AUS),AUS
1308,MG Burgess (NZ),NZ
1309,RI Harford (NZ),NZ
1310,BAG Murray (NZ),NZ
1311,K Thomson (NZ),NZ
1312,PI Pocock (ENG),ENG
1313,KWR Fletcher (ENG),ENG
1314,RJ Inverarity (AUS),AUS
1315,RM Prideaux (ENG),ENG
1316,AA Mallett (AUS),AUS
1317,CA Davis (WI),WI
1318,RM Edwards (WI),WI
1319,RC Fredericks (WI),WI
1320,Aftab Gul (PAK),PAK
1321,Asif Masood (PAK),PAK
1322,RMH Cottam (ENG),ENG
1323,BF Hastings (NZ),NZ
1324,BD Milburn (NZ),NZ
1325,GM Turner (NZ),NZ
1326,Sarfraz Nawaz (PAK),SA
1327,MLC Foster (WI),WI
1328,VA Holder (WI),WI
1329,JN Shepherd (WI),WI
1330,TM Findlay (WI),WI
1331,JH Hampshire (ENG),IRE
1332,GC Shillingford (WI),WI
1333,DR Hadlee (NZ),NZ
1334,HJ Howarth (NZ),NZ
1335,KJ Wadsworth (NZ),NZ
1336,MH Denness (ENG),ENG
1337,CPS Chauhan (INDIA),INDIA
1338,AV Mankad (INDIA),INDIA
1339,AM Pai (INDIA),INDIA
1340,AK Roy (INDIA),INDIA
1341,A Gandotra (INDIA),INDIA
1342,ED Solkar (INDIA),INDIA
1343,Mohammad Nazir (PAK),PAK
1344,Sadiq Mohammad (PAK),SA
1345,Younis Ahmed (PAK),PAK
1346,Zaheer Abbas (PAK),PAK
1347,Aftab Baloch (PAK),PAK
1348,GR Viswanath (INDIA),INDIA
1349,M Amarnath (INDIA),INDIA
1350,GA Chevalier (SA),SA
1351,D Gamsy (SA),SA
1352,BL Irvine (SA),SA
1353,BA Richards (SA),SA
1354,AJ Traicos (SA/ZIM),SA
1355,TJ Jenner (AUS),AUS
1356,BW Luckhurst (ENG),ENG
1357,RW Marsh (AUS),AUS
1358,K Shuttleworth (ENG),ENG
1359,AL Thomson (AUS),AUS
1360,GS Chappell (AUS),AUS
1361,P Lever (ENG),ENG
1362,RGD Willis (ENG),ENG
1363,JRF Duncan (AUS),AUS
1364,KJ O'Keeffe (AUS),AUS
1365,DK Lillee (AUS),AUS
1366,AR Dell (AUS),AUS
1367,KH Eastwood (AUS),AUS
1368,AG Barrett (WI),WI
1369,HK Jayantilal (INDIA),INDIA
1370,P Krishnamurthy (INDIA),INDIA
1371,JM Noreiga (WI),WI
1372,RW Taylor (ENG),ENG
1373,MG Webb (NZ),NZ
1374,SM Gavaskar (INDIA),INDIA
1375,KD Boyce (WI),WI
1376,DM Lewis (WI),WI
1377,Inshan Ali (WI),WI
1378,UG Dowe (WI),WI
1379,RA Hutton (ENG),ENG
1380,JA Jameson (ENG),ENG
1381,LG Rowe (WI),WI
1382,GA Greenidge (WI),WI
1383,AB Howard (WI),WI
1384,AI Kallicharran (WI),WI
1385,RR Jumadeen (WI),WI
1386,DJ Colley (AUS),AUS
1387,BC Francis (AUS),AUS
1388,AW Greig (ENG),ENG
1389,R Edwards (AUS),AUS
1390,RAL Massie (AUS),AUS
1391,B Wood (ENG),ENG
1392,RA Woolmer (ENG),ENG
1393,JR Hammond (AUS),AUS
1394,AR Lewis (ENG),ENG
1395,RD Parkar (INDIA),INDIA
1396,J Benaud (AUS),AUS
1397,Talat Ali (PAK),PAK
1398,JR Thomson (AUS),AUS
1399,MHN Walker (AUS),AUS
1400,CM Old (ENG),ENG
1401,JR Watkins (AUS),AUS
1402,J Birkenshaw (ENG),ENG
1403,GRJ Roope (ENG),ENG
1404,Sir RJ Hadlee (NZ),NZ
1405,JM Parker (NZ),NZ
1406,Wasim Raja (PAK),PAK
1407,DR O'Sullivan (NZ),NZ
1408,PG Coman (NZ),NZ
1409,RE Redmond (NZ),NZ
1410,ET Willett (WI),WI
1411,FC Hayes (ENG),ENG
1412,RGA Headley (WI),WI
1413,BD Julien (WI),WI
1414,M Hendrick (ENG),ENG
1415,MJ Smith (ENG),ENG
1416,D Lloyd (ENG),ENG
1417,DA Murray (WI),WI
1418,B Andrews (NZ),NZ
1419,IC Davis (AUS),AUS
1420,GJ Gilmour (AUS),AUS
1421,JFM Morrison (NZ),NZ
1422,JV Coney (NZ),NZ
1423,BL Cairns (NZ),NZ
1424,G Dymock (AUS),AUS
1425,AG Hurst (AUS),AUS
1426,AJ Woodcock (AUS),AUS
1427,AME Roberts (WI),WI
1428,RJ Bright (AUS),AUS
1429,S Madan Lal (INDIA),INDIA
1430,BP Patel (INDIA),INDIA
1431,SS Naik (INDIA),INDIA
1432,RD Jackman (ENG),ENG
1433,GK Bose (INDIA),INDIA
1434,Shafiq Ahmed (PAK),PAK
1435,CG Greenidge (WI),WI
1436,HS Kanitkar (INDIA),INDIA
1437,IVA Richards (WI),WI
1438,WJ Edwards (AUS),AUS
1439,PH Sharma (INDIA),INDIA
1440,AD Gaekwad (INDIA),INDIA
1441,KD Ghavri (INDIA),INDIA
1442,RB McCosker (AUS),AUS
1443,Agha Zahid (PAK),PAK
1444,L Baichan (WI),WI
1445,EJ Chatfield (NZ),NZ
1446,GP Howarth (NZ),NZ
1447,Liaqat Ali (PAK),PAK
1448,BG Hadlee (NZ),NZ
1449,DS de Silva (SL),SL
1450,ER Fernando (SL),SL
1451,Frasat Ali (EAf),SA
1452,Harilal Shah (EAf),0
1453,PD Heyn (SL),SL
1454,Jawahir Shah (EAf),0
1455,LWS Kaluperuma (SL),SL
1456,BJ McKechnie (NZ),NZ
1457,H McLeod (EAf),0
1458,Mehmood Quaraishy (EAf),0
1459,LRD Mendis (SL),SL
1460,J Nagenda (EAf),0
1461,PG Nana (EAf),0
1462,Naseer Malik (PAK),PAK
1463,ARM Opatha (SL),SL
1464,HSM Pieris (SL),SL
1465,AN Ranasinghe (SL),SL
1466,RK Sethi (EAf),0
1467,S Sumar (EAf),0
1468,APB Tennekoon (SL),SL
1469,MH Tissera (SL),SL
1470,A Turner (AUS),AUS
1471,S Walusimbi (EAf),0
1472,B Warnapura (SL),SL
1473,Zulfiqar Ali (EAf),0
1474,Javed Miandad (PAK),PAK
1475,PS Mehta (EAf),0
1476,Pervez Mir (PAK),PAK
1477,DJ Pringle (EAf),0
1478,SRD Wettimuny (SL),SL
1479,Yunus Badat (EAf),0
1480,GRA de Silva (SL),SL
1481,GA Gooch (ENG),ENG
1482,DS Steele (ENG),ENG
1483,PH Edmonds (ENG),ENG
1484,MA Holding (WI),WI
1485,GJ Cosier (AUS),AUS
1486,GN Yallop (AUS),AUS
1487,S Amarnath (INDIA),INDIA
1488,SMH Kirmani (INDIA),INDIA
1489,DB Vengsarkar (INDIA),INDIA
1490,ADG Roberts (NZ),NZ
1491,GN Edwards (NZ),NZ
1492,R Sudhakar Rao (INDIA),INDIA
1493,Imtiaz Ali (WI),WI
1494,AL Padmore (WI),WI
1495,WW Daniel (WI),WI
1496,JM Brearley (ENG),ENG
1497,HA Gomes (WI),WI
1498,CL King (WI),WI
1499,MWW Selvey (ENG),ENG
1500,JC Balderstone (ENG),ENG
1501,P Willey (ENG),ENG
1502,G Miller (ENG),ENG
1503,GD Barlow (ENG),ENG
1504,IT Botham (ENG),ENG
1505,JK Lever (ENG),ENG
1506,DW Randall (ENG),ENG
1507,RW Anderson (NZ),NZ
1508,WK Lees (NZ),NZ
1509,PJ Petherick (NZ),NZ
1510,NM Parker (NZ),NZ
1511,GB Troup (NZ),NZ
1512,Farrukh Zaman (PAK),PAK
1513,Shahid Israr (PAK),PAK
1514,Sikander Bakht (PAK),PAK
1515,Iqbal Qasim (PAK),PAK
1516,Mudassar Nazar (PAK),SA
1517,RW Tolchard (ENG),ENG
1518,Haroon Rasheed (PAK),PAK
1519,Yajurvindra Singh (INDIA),INDIA
1520,CEH Croft (WI),WI
1521,J Garner (WI),WI
1522,IT Shillingford (WI),WI
1523,DW Hookes (AUS),AUS
1524,Mohsin Khan (PAK),PAK
1525,MF Malone (AUS),AUS
1526,LS Pascoe (AUS),AUS
1527,CS Serjeant (AUS),AUS
1528,KJ Hughes (AUS),AUS
1529,RD Robinson (AUS),AUS
1530,WM Clark (AUS),AUS
1531,PA Hibbert (AUS),AUS
1532,AL Mann (AUS),AUS
1533,AD Ogilvie (AUS),AUS
1534,SJ Rixon (AUS),AUS
1535,PM Toohey (AUS),AUS
1536,Abdul Qadir (PAK),PAK
1537,GA Cope (ENG),ENG
1538,BC Rose (ENG),ENG
1539,J Dyson (AUS),AUS
1540,JB Gannon (AUS),AUS
1541,Aamer Hameed (PAK),PAK
1542,PR Downton (ENG),ENG
1543,MW Gatting (ENG),ENG
1544,Hasan Jamil (PAK),SA
1545,Arshad Pervez (PAK),PAK
1546,IW Callen (AUS),AUS
1547,WM Darling (AUS),AUS
1548,GM Wood (AUS),AUS
1549,B Yardley (AUS),AUS
1550,SL Boock (NZ),SL
1551,JG Wright (NZ),NZ
1552,SFAF Bacchus (WI),WI
1553,DL Haynes (WI),WI
1554,TJ Laughlin (AUS),AUS
1555,CT Radley (ENG),ENG
1556,JD Higgs (AUS),AUS
1557,DR Parry (WI),WI
1558,ST Clarke (WI),WI
1559,AE Greenidge (WI),WI
1560,N Phillip (WI),WI
1561,S Shivnarine (WI),WI
1562,AB Williams (WI),WI
1563,DI Gower (ENG),ENG
1564,Naeem Ahmed (PAK),PAK
1565,BP Bracewell (NZ),NZ
1566,BA Edgar (NZ),NZ
1567,JE Emburey (ENG),ENG
1568,N Kapil Dev (INDIA),INDIA
1569,Azmat Rana (PAK),PAK
1570,Yashpal Sharma (INDIA),INDIA
1571,B Reddy (INDIA),INDIA
1572,RM Hogg (AUS),AUS
1573,JA Maclean (AUS),AUS
1574,MD Marshall (WI),WI
1575,AR Border (AUS),AUS
1576,MV Narasimha Rao (INDIA),INDIA
1577,HS Chang (WI),WI
1578,DD Parsana (INDIA),INDIA
1579,PH Carlson (AUS),AUS
1580,DL Bairstow (ENG),ENG
1581,AMJ Hilditch (AUS),AUS
1582,KJ Wright (AUS),AUS
1583,Anwar Khan (PAK),PAK
1584,JF Reid (NZ),NZ
1585,PR Sleep (AUS),AUS
1586,DF Whatmore (AUS),AUS
1587,JK Moss (AUS),AUS
1588,CJD Chappell (CAN),0
1589,FA Dennis (CAN),0
1590,DLS de Silva (SL),SL
1591,RL Dias (SL),SL
1592,CC Henry (CAN),0
1593,SA Jayasinghe (SL),SL
1594,SC Khanna (INDIA),INDIA
1595,CA Marshall (CAN),0
1596,BM Mauricette (CAN),0
1597,SP Pasqual (SL),SL
1598,JM Patel (CAN),0
1599,GR Sealy (CAN),0
1600,MP Stead (CAN),0
1601,LW Stott (NZ),NZ
1602,Tariq Javed (CAN),0
1603,JN Valentine (CAN),0
1604,JCB Vaughan (CAN),0
1605,RG Callender (CAN),0
1606,GD Porter (AUS),AUS
1607,S Baksh (CAN),0
1608,FRMD Gunatilleke (SL),SL
1609,RS Madugalle (SL),SL
