player_id,Player,Mat,Runs,HS,Bat Av,100,Wkts,Bowl Av,5,Ct,St,Ave Diff,career_start,career_end,career_length
1025,JW Guy (NZ),12,440,102,20.95,1,0,0,0,2,0,0,1955,1961,7
1026,W Mathias (PAK),21,783,77,23.72,0,0,0,0,22,0,0,1955,1962,8
1027,AG Kripal Singh (INDIA),14,422,100,28.13,1,10,58.4,0,4,0,-30.26,1955,1964,10
1028,VN Swamy (INDIA),1,0,,0,0,0,0,0,0,0,0,1955,1955,1
1029,NJ Contractor (INDIA),31,1611,108,31.58,1,1,80,0,18,0,-48.41,1955,1962,8
1030,VL Mehra (INDIA),8,329,62,25.3,0,0,0,0,1,0,0,1955,1964,10
1031,SR Patil (INDIA),1,14,14,0,0,2,25.5,0,1,0,0,1955,1955,1
1032,RG Nadkarni (INDIA),41,1414,122,25.7,1,88,29.07,4,22,0,-3.37,1955,1968,14
1033,GR Sunderam (INDIA),2,3,3,0,0,3,55.33,0,0,0,0,1955,1956,2
1034,CT Patankar (INDIA),1,14,13,14,0,0,0,0,3,1,0,1955,1956,2
1035,AF Lissette (NZ),2,2,1,1,0,3,41.33,0,1,0,-40.33,1956,1956,1
1036,IM Sinclair (NZ),2,25,18,8.33,0,1,120,0,1,0,-111.66,1956,1956,1
1037,RT Barber (NZ),1,17,12,8.5,0,0,0,0,1,0,0,1956,1956,1
1038,AT Roberts (WI),1,28,28,14,0,0,0,0,0,0,0,1956,1956,1
1039,PE Richardson (ENG),34,2061,126,37.47,5,3,16,0,6,0,21.47,1956,1963,8
1040,WPA Crawford (AUS),4,53,34,17.66,0,7,15.28,0,1,0,2.38,1956,1956,1
1041,KD Mackay (AUS),37,1507,89,33.48,0,50,34.42,2,16,0,-0.93,1956,1963,8
1042,ASM Oakman (ENG),2,14,10,7,0,0,0,0,7,0,0,1956,1956,1
1043,JW Rutherford (AUS),1,30,30,30,0,1,15,0,0,0,15,1956,1956,1
1044,JW Wilson (AUS),1,0,,0,0,1,64,0,0,0,0,1956,1956,1
1045,AI Taylor (SA),1,18,12,9,0,0,0,0,0,0,0,1956,1956,1
1046,AJ Pithey (SA),17,819,154,31.5,1,0,0,0,3,0,0,1957,1965,9
1047,CAR Duckworth (SA),2,28,13,7,0,0,0,0,3,0,0,1957,1957,1
1048,R Gilchrist (WI),13,60,12,5.45,0,57,26.68,1,4,0,-21.22,1957,1959,3
1049,RB Kanhai (WI),86,6391,256,47.69,15,0,0,0,54,0,0,1957,1975,19
1050,NS Asgarali (WI),2,62,29,15.5,0,0,0,0,0,0,0,1957,1957,1
1051,DV Smith (ENG),3,25,16,8.33,0,1,97,0,0,0,-88.66,1957,1957,1
1052,DW Richardson (ENG),1,33,33,33,0,0,0,0,1,0,0,1957,1957,1
1053,FCM Alexander (WI),25,961,108,30.03,1,0,0,0,85,5,0,1957,1961,5
1054,ATW Grout (AUS),51,890,74,15.08,0,0,0,0,163,24,0,1957,1966,10
1055,LF Kline (AUS),13,58,15,8.28,0,34,22.82,1,9,0,-14.53,1957,1961,5
1056,I Meckiff (AUS),18,154,45,11.84,0,45,31.62,2,9,0,-19.77,1957,1963,7
1057,RB Simpson (AUS),64,4905,311,46.27,10,73,42.41,2,114,0,3.86,1957,1978,22
1058,ES Atkinson (WI),8,126,37,15.75,0,25,23.56,1,2,0,-7.8,1958,1959,2
1059,Haseeb Ahsan (PAK),12,61,14,6.77,0,27,49.25,2,1,0,-42.48,1958,1962,5
1060,CC Hunte (WI),44,3245,260,45.06,8,2,55,0,16,0,-9.93,1958,1967,10
1061,Nasim-ul-Ghani (PAK),30,748,101,16.26,1,52,37.67,2,11,0,-21.41,1958,1973,16
1062,Saeed Ahmed (PAK),41,2991,172,40.41,5,22,36.45,0,13,0,3.96,1958,1973,16
1063,RA Gaunt (AUS),3,6,3,3,0,7,44.28,0,1,0,-41.28,1958,1964,7
1064,LR Gibbs (WI),82,488,25,6.97,0,311,29.09,18,52,0,-22.12,1958,1976,19
1065,EDAS McMorris (WI),13,564,125,26.85,1,0,0,0,5,0,0,1958,1966,9
1066,IS Madray (WI),2,3,2,1,0,0,0,0,2,0,0,1958,1958,1
1067,CGD Burger (SA),2,62,37,20.66,0,0,0,0,1,0,0,1958,1958,1
1068,PR Carlstein (SA),8,190,42,14.61,0,0,0,0,3,0,0,1958,1964,7
1069,SF Rehman (PAK),1,10,8,5,0,1,99,0,1,0,-93.99,1958,1958,1
1070,JO Taylor (WI),3,4,4,2,0,10,27.3,1,0,0,-25.29,1958,1959,2
1071,JW D'Arcy (NZ),5,136,33,13.6,0,0,0,0,0,0,0,1958,1958,1
1072,T Meale (NZ),2,21,10,5.25,0,0,0,0,0,0,0,1958,1958,1
1073,WR Playle (NZ),8,151,65,10.06,0,0,0,0,4,0,0,1958,1963,6
1074,MJK Smith (ENG),50,2278,121,31.63,3,1,128,0,53,0,-96.36,1958,1972,15
1075,CA Milton (ENG),6,204,104,25.5,1,0,0,0,5,0,0,1958,1959,2
1076,JT Sparling (NZ),11,229,50,12.72,0,5,65.4,0,3,0,-52.67,1958,1964,7
1077,ER Dexter (ENG),62,4502,205,47.89,9,66,34.93,0,29,0,12.95,1958,1968,11
1078,R Illingworth (ENG),64,1841,113,22.72,2,126,30.88,3,46,0,-8.15,1958,1973,16
1079,R Subba Row (ENG),13,984,137,46.85,3,0,0,0,5,0,0,1958,1961,4
1080,CG Borde (INDIA),55,3061,177,35.59,5,52,46.48,1,37,0,-10.88,1958,1969,12
1081,BF Butcher (WI),44,3104,209,43.11,7,5,18,1,15,0,25.11,1958,1969,12
1082,GM Guard (INDIA),2,11,7,5.5,0,3,60.66,0,2,0,-55.16,1958,1960,3
1083,WW Hall (WI),48,818,50,15.73,0,192,26.38,9,11,0,-10.65,1958,1969,12
1084,MS Hardikar (INDIA),2,56,32,18.66,0,1,55,0,3,0,-36.33,1958,1958,1
1085,NCL O'Neill (AUS),42,2779,181,45.55,6,17,39.23,0,21,0,6.32,1958,1965,8
1086,VB Ranjane (INDIA),7,40,16,6.66,0,19,34.15,0,1,0,-27.49,1958,1964,7
1087,JS Solomon (WI),27,1326,100,34,1,4,67,0,13,0,-32.99,1958,1965,8
1088,RB Kenny (INDIA),5,245,62,27.22,0,0,0,0,1,0,0,1958,1960,3
1089,Surendra Nath (INDIA),11,136,27,10.46,0,26,40.5,2,4,0,-30.03,1958,1961,4
1090,KN Slater (AUS),1,1,1,0,0,2,50.5,0,0,0,0,1959,1959,1
1091,R Swetman (ENG),11,254,65,16.93,0,0,0,0,24,2,0,1959,1960,2
1092,AK Sengupta (INDIA),1,9,8,4.5,0,0,0,0,0,0,0,1959,1959,1
1093,GF Rorke (AUS),4,9,7,4.5,0,10,20.3,0,1,0,-15.79,1959,1959,1
1094,RB Desai (INDIA),28,418,85,13.48,0,74,37.31,2,9,0,-23.82,1959,1968,10
1095,JB Mortimore (ENG),9,243,73,24.3,0,13,56.38,0,3,0,-32.08,1959,1964,6
1096,A D'Souza (PAK),6,76,23,38,0,17,43.82,1,3,0,-5.82,1959,1962,4
1097,Ijaz Butt (PAK),8,279,58,19.92,0,0,0,0,5,0,0,1959,1962,4
1098,BA Bolton (NZ),2,59,33,19.66,0,0,0,0,1,0,0,1959,1959,1
1099,RM Harris (NZ),2,31,13,10.33,0,0,0,0,0,0,0,1959,1959,1
1100,KW Hough (NZ),2,62,31,62,0,6,29.16,0,1,0,32.83,1959,1959,1
1101,MR Bynoe (WI),4,111,48,18.5,0,1,5,0,4,0,13.5,1959,1967,9
1102,Mushtaq Mohammad (PAK),67,3852,201,38.9,10,79,29.51,3,45,0,9.39,1959,1979,21
1103,T Greenhough (ENG),4,4,2,1.33,0,16,22.31,1,1,0,-20.97,1959,1960,2
1104,MJ Horton (ENG),2,60,58,30,0,2,29.5,0,2,0,0.5,1959,1959,1
1105,K Taylor (ENG),3,57,24,11.4,0,0,0,0,1,0,0,1959,1964,6
1106,ML Jaisimha (INDIA),39,2056,129,30.68,3,9,92.11,0,17,0,-61.42,1959,1971,13
1107,AL Apte (INDIA),1,15,8,7.5,0,0,0,0,0,0,0,1959,1959,1
1108,G Pullar (ENG),28,1974,175,43.86,4,1,37,0,2,0,6.86,1959,1963,5
1109,HJ Rhodes (ENG),2,0,0,0,0,9,27.11,0,0,0,0,1959,1959,1
1110,AA Baig (INDIA),10,428,112,23.77,1,0,0,0,6,0,0,1959,1967,9
1111,DA Sharpe (PAK),3,134,56,22.33,0,0,0,0,2,0,0,1959,1959,1
1112,Mohammad Munaf (PAK),4,63,19,12.6,0,11,31,0,0,0,-18.39,1959,1962,4
1113,GB Stevens (AUS),4,112,28,16,0,0,0,0,2,0,0,1959,1960,2
1114,Intikhab Alam (PAK),51,1510,138,21.88,1,129,35.75,5,20,0,-13.86,1959,1977,19
1115,Munir Malik (PAK),3,7,4,2.33,0,9,39.77,1,1,0,-37.44,1959,1962,4
1116,VM Muddiah (INDIA),2,11,11,5.5,0,3,44.66,0,0,0,-39.16,1959,1960,2
1117,BN Jarman (AUS),19,400,78,14.81,0,0,0,0,50,4,0,1959,1969,11
1118,SA Durani (INDIA),29,1202,104,25.04,1,75,35.42,3,14,0,-10.38,1960,1973,14
1119,BK Kunderan (INDIA),18,981,192,32.7,2,0,0,0,23,7,0,1960,1967,8
1120,DA Allen (ENG),39,918,88,25.5,0,122,30.97,4,10,0,-5.47,1960,1966,7
1121,RO Scarlett (WI),3,54,29,18,0,2,104.5,0,2,0,-86.49,1960,1960,1
1122,CD Watson (WI),7,12,5,2.4,0,19,38.1,0,1,0,-35.7,1960,1962,3
1123,AG Milkha Singh (INDIA),4,92,35,15.33,0,0,0,0,2,0,0,1960,1961,2
1124,MM Sood (INDIA),1,3,3,1.5,0,0,0,0,0,0,0,1960,1960,1
1125,CK Singh (WI),2,11,11,3.66,0,5,33.2,0,2,0,-29.53,1960,1960,1
1126,SM Nurse (WI),29,2523,258,47.6,6,0,0,0,21,0,0,1960,1969,10
1127,CC Griffith (WI),28,530,54,16.56,0,94,28.54,5,16,0,-11.98,1960,1969,10
1128,RW Barber (ENG),28,1495,185,35.59,1,42,43,0,21,0,-7.4,1960,1968,9
1129,JP Fellows-Smith (SA),4,166,35,27.66,0,0,0,0,2,0,0,1960,1960,1
1130,GM Griffin (SA),2,25,14,6.25,0,8,24,0,0,0,-17.74,1960,1960,1
1131,S O'Linn (SA),7,297,98,27,0,0,0,0,4,0,0,1960,1961,2
1132,PM Walker (ENG),3,128,52,32,0,0,0,0,5,0,0,1960,1960,1
1133,C Wesley (SA),3,49,35,9.8,0,0,0,0,1,0,0,1960,1960,1
1134,JE Pothecary (SA),3,26,12,6.5,0,9,39.33,0,2,0,-32.83,1960,1960,1
1135,DEV Padgett (ENG),2,51,31,12.75,0,0,0,0,0,0,0,1960,1960,1
1136,AH McKinnon (SA),8,107,27,17.83,0,26,35.57,0,1,0,-17.74,1960,1967,8
1137,Javed Burki (PAK),25,1341,140,30.47,3,0,0,0,7,0,0,1960,1969,10
1138,Mohammad Farooq (PAK),7,85,47,17,0,21,32.47,0,1,0,-15.47,1960,1965,6
1139,RF Surti (INDIA),26,1263,99,28.7,0,42,46.71,1,26,0,-18,1960,1969,10
1140,PD Lashley (WI),4,159,49,22.71,0,1,1,0,4,0,21.71,1960,1966,7
1141,CW Smith (WI),5,222,55,24.66,0,0,0,0,4,1,0,1960,1962,3
1142,JW Martin (AUS),8,214,55,17.83,0,17,48.94,0,5,0,-31.1,1960,1967,8
1143,FM Misson (AUS),5,38,25,19,0,16,38.5,0,6,0,-19.49,1960,1961,2
1144,BP Gupte (INDIA),3,28,17,28,0,3,116.33,0,0,0,-88.33,1961,1965,5
1145,DE Hoare (AUS),1,35,35,17.5,0,2,78,0,2,0,-60.49,1961,1961,1
1146,VV Kumar (INDIA),2,6,6,3,0,7,28.85,1,2,0,-25.85,1961,1961,1
1147,WM Lawry (AUS),68,5261,210,46.97,13,0,0,0,31,0,0,1961,1971,11
1148,JT Murray (ENG),21,506,112,22,1,0,0,0,52,3,0,1961,1967,7
1149,GD McKenzie (AUS),61,945,76,12.27,0,248,29.63,16,35,0,-17.36,1961,1971,11
1150,BC Booth (AUS),29,1773,169,42.21,5,3,48.66,0,17,0,-6.45,1961,1966,6
1151,JA Flavell (ENG),4,31,14,7.75,0,7,52.42,0,0,0,-44.67,1961,1964,4
1152,Afaq Hussain (PAK),2,66,35,0,0,1,106,0,2,0,0,1961,1964,4
1153,A Brown (ENG),2,3,3,0,0,3,50,0,1,0,0,1961,1961,1
1154,WE Russell (ENG),10,362,70,21.29,0,0,0,0,4,0,0,1961,1967,7
1155,DW White (ENG),2,0,0,0,0,4,29.75,0,0,0,-29.74,1961,1962,2
1156,DR Smith (ENG),5,38,34,9.5,0,6,59.83,0,2,0,-50.33,1961,1962,2
1157,FM Engineer (INDIA),51,2725,121,31.32,2,0,0,0,69,17,0,1961,1975,15
1158,BR Knight (ENG),29,812,127,26.19,2,70,31.75,0,14,0,-5.56,1961,1969,9
1159,DN Sardesai (INDIA),30,2001,212,39.23,5,0,0,0,4,0,0,1961,1972,12
1160,EJ Barlow (SA),30,2516,201,45.74,6,40,34.05,1,35,0,11.69,1961,1970,10
1161,GA Bartlett (NZ),10,263,40,15.47,0,24,33,1,8,0,-17.52,1961,1968,8
1162,PT Barton (NZ),7,285,109,20.35,1,0,0,0,4,0,0,1961,1963,3
1163,KC Bland (SA),21,1669,144,49.08,3,2,62.5,0,10,0,-13.41,1961,1966,6
1164,HD Bromfield (SA),9,59,21,11.8,0,17,35.23,1,13,0,-23.43,1961,1965,5
1165,FJ Cameron (NZ),19,116,27,11.6,0,62,29.82,3,2,0,-18.22,1961,1965,5
1166,AE Dick (NZ),17,370,50,14.23,0,0,0,0,47,4,0,1961,1965,5
1167,MK Elgie (SA),3,75,56,12.5,0,0,0,0,4,0,0,1961,1962,2
1168,GB Lawrence (SA),5,141,43,17.62,0,28,18.28,2,2,0,-0.66,1961,1962,2
1169,RC Motz (NZ),32,612,60,11.54,0,100,31.48,5,9,0,-19.93,1961,1969,9
1170,PM Pollock (SA),28,607,75,21.67,0,116,24.18,9,9,0,-2.51,1961,1970,10
1171,KA Walter (SA),2,11,10,3.66,0,6,32.83,0,3,0,-29.16,1961,1961,1
1172,MAK Pataudi (INDIA),46,2793,203,34.91,6,1,88,0,27,0,-53.08,1961,1975,15
1173,GT Dowling (NZ),39,2306,239,31.16,3,1,19,0,23,0,12.16,1961,1972,12
1174,G Millman (ENG),6,60,32,12,0,0,0,0,13,2,0,1961,1962,2
1175,PH Parfitt (ENG),37,1882,131,40.91,7,12,47.83,0,42,0,-6.92,1961,1972,12
1176,SF Burke (SA),2,42,20,14,0,11,23.36,2,0,0,-9.36,1962,1965,4
1177,WS Farrer (SA),6,221,40,27.62,0,0,0,0,2,0,0,1962,1964,3
1178,EAS Prasanna (INDIA),49,735,37,11.48,0,189,30.38,10,18,0,-18.89,1962,1978,17
1179,HR Lance (SA),13,591,70,28.14,0,12,39.91,0,7,0,-11.77,1962,1970,9
1180,JL Hendriks (WI),20,447,64,18.62,0,0,0,0,42,5,0,1962,1969,8
1181,SC Stayers (WI),4,58,35,19.33,0,9,40.44,0,0,0,-21.11,1962,1962,1
1182,IL Mendonca (WI),2,81,78,40.5,0,0,0,0,8,2,0,1962,1962,1
1183,WV Rodriguez (WI),5,96,50,13.71,0,7,53.42,0,3,0,-39.71,1962,1968,7
1184,DW Allan (WI),5,75,40,12.5,0,0,0,0,15,3,0,1962,1966,5
1185,LA King (WI),2,41,20,10.25,0,9,17.11,1,2,0,-6.86,1962,1968,7
1186,LJ Coldwell (ENG),7,9,6,4.5,0,22,27.72,1,1,0,-23.22,1962,1964,3
1187,MJ Stewart (ENG),8,385,87,35,0,0,0,0,6,0,0,1962,1964,3
1188,Javed Akhtar (PAK),1,4,2,4,0,0,0,0,0,0,0,1962,1962,1
1189,Shahid Mahmood (PAK),1,25,16,12.5,0,0,0,0,0,0,0,1962,1962,1
1190,JDF Larter (ENG),10,16,10,3.2,0,37,25.43,2,5,0,-22.23,1962,1965,4
1191,AC Smith (ENG),6,118,69,29.5,0,0,0,0,20,0,0,1962,1963,2
1192,CEJ Guest (AUS),1,11,11,11,0,0,0,0,0,0,0,1963,1963,1
1193,BK Shepherd (AUS),9,502,96,41.83,0,0,0,0,2,0,0,1963,1965,3
1194,NJN Hawke (AUS),27,365,45,16.59,0,91,29.41,6,9,0,-12.82,1963,1968,6
1195,BW Sinclair (NZ),21,1148,138,29.43,3,2,16,0,8,0,13.43,1963,1968,6
1196,BW Yuile (NZ),17,481,64,17.81,0,34,35.67,0,12,0,-17.86,1963,1969,7
1197,BD Morrison (NZ),1,10,10,5,0,2,64.5,0,1,0,-59.49,1963,1963,1
1198,MJF Shrimpton (NZ),10,265,46,13.94,0,5,31.6,0,2,0,-17.65,1963,1974,12
1199,MC Carew (WI),19,1127,109,34.15,1,8,54.62,0,13,0,-20.47,1963,1972,10
1200,JH Edrich (ENG),84,5361,310,43.23,12,0,0,0,43,0,0,1963,1976,14
1201,DL Murray (WI),88,2287,91,23.1,0,0,0,0,218,9,0,1963,1980,18
1202,PJ Sharpe (ENG),12,786,111,46.23,1,0,0,0,17,0,0,1963,1969,7
1203,JB Bolus (ENG),7,496,88,41.33,0,0,0,0,2,0,0,1963,1964,2
1204,AN Connolly (AUS),30,260,37,10.4,0,102,29.83,4,17,0,-19.43,1963,1971,9
1205,DT Lindsay (SA),19,1130,182,37.66,3,0,0,0,57,2,0,1963,1970,8
1206,JT Partridge (SA),11,73,13,10.42,0,44,31.2,3,6,0,-20.77,1963,1965,3
1207,DB Pithey (SA),8,138,55,12.54,0,12,48.08,1,6,0,-35.53,1963,1967,5
1208,RG Pollock (SA),23,2256,274,60.97,7,4,51,0,17,0,9.97,1963,1970,8
1209,MA Seymour (SA),7,84,36,12,0,9,65.33,0,2,0,-53.33,1963,1970,8
1210,PL van der Merwe (SA),15,533,76,25.38,0,1,22,0,11,0,3.38,1963,1967,5
1211,TR Veivers (AUS),21,813,88,31.26,0,33,41.66,0,7,0,-10.39,1963,1967,5
1212,IR Redpath (AUS),71,4783,171,41.95,8,0,0,0,85,0,0,1964,1976,13
1213,CG Halse (SA),3,30,19,0,0,6,43.33,0,1,0,0,1964,1964,1
1214,D Wilson (ENG),6,75,42,12.5,0,11,42.36,0,1,0,-29.86,1964,1971,8
1215,JG Binks (ENG),2,91,55,22.75,0,0,0,0,8,0,0,1964,1964,1
1216,BS Chandrasekhar (INDIA),59,178,22,4.34,0,245,29.53,16,25,0,-25.18,1964,1979,16
1217,IJ Jones (ENG),15,38,16,4.75,0,44,40.2,1,4,0,-35.45,1964,1968,5
1218,JSE Price (ENG),15,66,32,7.33,0,40,35.02,1,7,0,-27.69,1964,1972,9
1219,Rajinder Pal (INDIA),1,6,3,6,0,0,0,0,0,0,0,1964,1964,1
1220,Hanumant Singh (INDIA),14,686,105,31.18,1,0,0,0,11,0,0,1964,1969,6
1221,SG Gedye (NZ),4,193,55,24.12,0,0,0,0,0,0,0,1964,1965,2
1222,JT Ward (NZ),8,75,35,12.5,0,0,0,0,16,1,0,1964,1968,5
1223,WP Bradburn (NZ),2,62,32,15.5,0,0,0,0,2,0,0,1964,1964,1
1224,RS Cunis (NZ),20,295,51,12.82,0,51,37,1,1,0,-24.17,1964,1972,9
1225,G Boycott (ENG),144,9196,246,45.98,23,12,40.58,0,38,0,5.39,1964,1982,19
1226,GE Corling (AUS),5,5,3,1.66,0,12,37.25,0,0,0,-35.58,1964,1964,1
1227,N Gifford (ENG),17,179,25,14.91,0,37,29.08,1,9,0,-14.16,1964,1985,22
1228,RM Cowper (AUS),27,2061,307,46.84,5,36,31.63,0,21,0,15.2,1964,1968,5
1229,TW Cartwright (ENG),5,26,9,5.2,0,15,36.26,1,2,0,-31.06,1964,1965,2
1230,FE Rumsey (ENG),5,30,21,15,0,17,27.11,0,0,0,-12.11,1964,1965,2
1231,KS Indrajitsinhji (INDIA),4,51,23,8.5,0,0,0,0,6,3,0,1964,1969,6
1232,RHD Sellers (AUS),1,0,0,0,0,0,0,0,1,0,0,1964,1964,1
1233,Abdul Kadir (PAK),4,272,95,34,0,0,0,0,0,1,0,1964,1965,2
1234,Asif Iqbal (PAK),68,3905,175,39.84,11,69,27.24,2,43,0,12.6,1964,1980,17
1235,Khalid Ibadulla (PAK),4,253,166,31.62,1,1,99,0,3,0,-67.37,1964,1967,4
1236,Majid Khan (PAK),86,4717,167,38.66,9,40,45.75,0,73,0,-7.08,1964,1983,20
1237,Pervez Sajjad (PAK),19,123,24,13.66,0,59,23.89,3,9,0,-10.23,1964,1973,10
1238,Shafqat Rana (PAK),5,221,95,31.57,0,1,9,0,5,0,22.57,1964,1969,6
1239,Arif Butt (PAK),3,59,20,11.8,0,14,20.57,1,0,0,-8.77,1964,1965,2
1240,IM Chappell (AUS),91,6018,196,42.98,14,22,60.86,0,110,0,-17.87,1964,1980,17
1241,Farooq Hamid (PAK),1,3,3,1.5,0,1,107,0,0,0,-105.49,1964,1964,1
1242,Mohammad Ilyas (PAK),10,441,126,23.21,1,0,0,0,6,0,0,1964,1969,6
1243,DJ Sincock (AUS),3,80,29,26.66,0,8,51.25,0,2,0,-24.58,1964,1966,3
1244,NI Thomson (ENG),5,69,39,23,0,9,63.11,0,3,0,-40.11,1964,1965,2
1245,GD Varnals (SA),3,97,23,16.16,0,0,0,0,0,0,0,1964,1965,2
1246,GG Hall (SA),1,0,0,0,0,1,94,0,0,0,-93.99,1965,1965,1
1247,RO Collinge (NZ),50,567,68,13.18,0,134,28.89,4,11,0,-15.7,1965,1978,14
1248,BE Congdon (NZ),72,3786,176,33.5,8,66,36.98,1,44,0,-3.48,1965,1978,14
1249,Naushad Ali (PAK),6,156,39,14.18,0,0,0,0,9,0,0,1965,1965,1
1250,RW Morgan (NZ),20,734,97,22.24,0,5,121.8,0,12,0,-99.55,1965,1972,8
1251,Mufasir-ul-Haq (PAK),1,8,8,0,0,3,28,0,1,0,0,1965,1965,1
1252,PB Truscott (NZ),1,29,26,14.5,0,0,0,0,1,0,0,1965,1965,1
1253,MJ Macaulay (SA),1,33,21,16.5,0,2,36.5,0,0,0,-19.99,1965,1965,1
1254,KE Palmer (ENG),1,10,10,10,0,1,189,0,0,0,-178.99,1965,1965,1
1255,TW Jarvis (NZ),13,625,182,29.76,1,0,0,0,3,0,0,1965,1973,9
1256,V Pollard (NZ),35,1333,116,24.68,2,40,46.32,0,20,0,-21.63,1965,1974,10
1257,S Venkataraghavan (INDIA),72,802,64,11.62,0,161,38.36,3,48,0,-26.73,1965,1983,19
1258,LC Mayne (AUS),6,76,13,9.5,0,19,33.05,0,3,0,-23.55,1965,1970,6
1259,PI Philpott (AUS),8,93,22,10.33,0,26,38.46,1,5,0,-28.12,1965,1966,2
1260,G Thomas (AUS),8,325,61,29.54,0,0,0,0,3,0,0,1965,1966,2
1261,AW White (WI),2,71,57,23.66,0,3,50.66,0,1,0,-26.99,1965,1965,1
1262,BR Taylor (NZ),32,920,124,20.44,2,115,26.21,4,11,0,-5.77,1965,1973,9
1263,GE Vivian (NZ),6,124,43,17.71,0,1,107,0,3,0,-89.28,1965,1973,9
1264,V Subramanya (INDIA),9,263,75,18.78,0,3,67,0,9,0,-48.21,1965,1968,4
1265,BA Davis (WI),4,245,68,30.62,0,0,0,0,1,0,0,1965,1965,1
1266,Salahuddin (PAK),5,117,34,19.5,0,7,26.71,0,3,0,-7.21,1965,1969,5
1267,JA Snow (ENG),58,781,73,13.23,0,216,26.01,8,17,0,-12.77,1965,1976,12
1268,A Bacher (SA),12,679,73,32.33,0,0,0,0,10,0,0,1965,1970,6
1269,JT Botten (SA),3,65,33,10.83,0,8,42.12,0,1,0,-31.29,1965,1965,1
1270,DJ Brown (ENG),26,342,44,11.79,0,79,28.31,2,7,0,-16.52,1965,1969,5
1271,R Dumbrill (SA),5,153,36,15.3,0,9,37.33,0,3,0,-22.03,1965,1967,3
1272,K Higgs (ENG),15,185,63,11.56,0,71,20.74,2,4,0,-9.18,1965,1968,4
1273,PJ Allan (AUS),1,0,,0,0,2,41.5,0,0,0,0,1965,1965,1
1274,KD Walters (AUS),102,5870,250,45.5,15,53,32.03,1,53,0,13.46,1965,1981,17
1275,KR Stackpole (AUS),49,3031,207,37.41,7,18,58.61,0,48,0,-21.19,1966,1974,9
1276,GP Bilby (NZ),2,55,28,13.75,0,0,0,0,3,0,0,1966,1966,1
1277,N Puna (NZ),3,31,18,15.5,0,4,60,0,1,0,-44.49,1966,1966,1
1278,DAJ Holford (WI),24,768,105,22.58,1,51,39.39,1,18,0,-16.8,1966,1977,12
1279,C Milburn (ENG),9,654,139,46.71,2,0,0,0,7,0,0,1966,1969,4
1280,BL D'Oliveira (ENG),48,2514,158,38.67,5,50,39.98,0,30,0,-1.3,1966,1972,7
1281,DL Underwood (ENG),112,990,45,11,0,329,25.55,17,50,0,-14.55,1966,1982,17
1282,DL Amiss (ENG),68,4471,262,46.57,15,0,0,0,26,0,0,1966,1977,12
1283,CH Lloyd (WI),197,9492,242,44.98,20,18,46.22,0,129,0,-1.23,1966,1985,20
1284,AL Wadekar (INDIA),39,2186,143,31.22,1,0,0,0,47,0,0,1966,1974,9
1285,DA Renneberg (AUS),8,22,9,3.66,0,23,36.08,2,2,0,-32.42,1966,1968,3
1286,HB Taber (AUS),16,353,48,16.04,0,0,0,0,56,4,0,1966,1970,5
1287,BS Bedi (INDIA),77,687,50,8.8,0,273,29.21,14,30,0,-20.41,1966,1979,14
1288,GD Watson (AUS),7,108,50,10.8,0,8,35.25,0,1,0,-24.44,1966,1972,7
1289,MJ Procter (SA),7,226,48,25.11,0,41,15.02,1,4,0,10.08,1967,1970,4
1290,PHJ Trimborn (SA),4,13,11,6.5,0,11,23.36,0,7,0,-16.86,1967,1970,4
1291,JH du Preez (SA),2,0,0,0,0,3,17,0,2,0,-16.99,1967,1967,1
1292,S Guha (INDIA),4,17,6,3.4,0,3,103.66,0,2,0,-100.26,1967,1969,3
1293,RNS Hobbs (ENG),7,34,15,6.8,0,12,40.08,0,8,0,-33.28,1967,1971,5
1294,RC Saxena (INDIA),1,25,16,12.5,0,0,0,0,0,0,0,1967,1967,1
1295,Saleem Altaf (PAK),27,301,53,15.05,0,51,36.49,0,4,0,-21.44,1967,1978,12
1296,Wasim Bari (PAK),132,1587,85,16.03,0,0,0,0,253,37,0,1967,1984,18
1297,GG Arnold (ENG),48,469,59,12.34,0,134,26.81,6,11,0,-14.47,1967,1975,9
1298,APE Knott (ENG),115,4589,135,31.86,5,0,0,0,265,20,0,1967,1981,15
1299,Niaz Ahmed (PAK),2,17,16,0,0,3,31.33,0,1,0,0,1967,1969,3
1300,Ghulam Abbas (PAK),1,12,12,6,0,0,0,0,0,0,0,1967,1967,1
1301,S Abid Ali (INDIA),34,1111,81,20.96,0,54,40.12,1,32,0,-19.16,1967,1975,9
1302,JW Gleeson (AUS),29,395,45,10.39,0,93,36.2,3,17,0,-25.8,1967,1972,6
1303,UN Kulkarni (INDIA),4,13,7,4.33,0,5,47.6,0,0,0,-43.26,1967,1968,2
1304,AP Sheahan (AUS),34,1669,127,33.38,2,0,0,0,17,0,0,1967,1974,8
1305,EW Freeman (AUS),11,345,76,19.16,0,34,33.17,0,5,0,-14,1968,1970,3
1306,GS Camacho (WI),11,640,87,29.09,0,0,0,0,4,0,0,1968,1971,4
1307,LR Joslin (AUS),1,9,7,4.5,0,0,0,0,0,0,0,1968,1968,1
1308,MG Burgess (NZ),76,3020,119,28.49,5,7,40.14,0,42,0,-11.65,1968,1981,14
1309,RI Harford (NZ),3,7,6,2.33,0,0,0,0,11,0,0,1968,1968,1
